,AT0000A18XM4 SW,BE0974268972 BB,US0527691069 US,DE0007164600 GR,US6092071058 US
2014-02-27,0.258338754166,0.277547186032,0.112706944791,0.234653964992,0.116753150018
2014-02-28,0.441111430551,0.246760695457,0.00950799911983,0.0598719574017,0.242747917471
2014-03-01,0.368173473433,0.340817697404,0.201720097673,0.0773299301758,0.0119588013144
2014-03-04,0.295339019285,0.0992567246094,0.461356233319,0.065185174059,0.0788628487269
2014-03-05,0.0551923146854,0.178044666783,0.270527012417,0.128127362839,0.368108643276
2014-03-06,0.171128073534,0.182936164695,0.332452921016,0.0768948041932,0.236588036561
2014-03-07,0.122368055604,0.300809021321,0.352075032585,0.119287243141,0.105460647349
2014-03-08,0.153355503142,0.217190529115,0.16815185776,0.152158105807,0.309144004177
2014-03-11,0.352992577457,0.315911142514,0.0801465643997,0.16271220713,0.0882375085
2014-03-12,0.15070778066,0.365533651808,0.0736247560153,0.166310257555,0.243823553961
2014-03-13,0.0562382121567,0.116905969024,0.0626736963202,0.503872776242,0.260309346257
2014-03-14,0.341516654946,0.171928881274,0.0897121503476,0.0970284399304,0.299813873502
2014-03-15,0.215059503936,0.291893361044,0.0397988546938,0.131703674957,0.321544605369
2014-03-18,0.169444540477,0.257434853832,0.203158837762,0.326258974112,0.0437027938179
2014-03-19,0.0464484803088,0.157654301907,0.19639002413,0.254273990718,0.345233202936
2014-03-20,0.154662692035,0.272328716553,0.245460144463,0.293670478764,0.033877968185
2014-03-21,0.165525280764,0.23446207608,0.153612033717,0.103895371565,0.342505237874
2014-03-22,0.186783364376,0.266895694387,0.143607562903,0.358414838329,0.0442985400043
2014-03-25,0.126099817161,0.255884932651,0.327081877085,0.0327195620899,0.258213811013
2014-03-26,0.203874969631,0.276909400237,0.162601038185,0.291552756478,0.065061835469
2014-03-27,0.0305174663213,0.388573883321,0.351344766941,0.0887092643238,0.140854619093
2014-03-28,0.144433767147,0.336817911337,0.0800428826516,0.295638706997,0.143066731868
2014-03-29,0.228044610224,0.264830982904,0.267764956333,0.0147309613275,0.224628489212
2014-04-01,0.0542008573673,0.0574716470306,0.258928954929,0.310419016706,0.318979523967
2014-04-02,0.289205051461,0.348080442977,0.15249626171,0.0426072302905,0.167611013562
2014-04-03,0.388861992403,0.0894952150447,0.153623337442,0.111826148827,0.256193306282
2014-04-04,0.131886088582,0.0874403561776,0.446895965898,0.249049929367,0.0847276599749
2014-04-05,0.267593663831,0.0879426370552,0.136344230899,0.447639084716,0.0604803834986
2014-04-08,0.249724152342,0.154424265615,0.131782814131,0.0522389656545,0.411829802258
2014-04-09,0.338565142595,0.0943868373278,0.181551206419,0.0117341418117,0.373762671847
2014-04-10,0.0632940939573,0.326711200963,0.209309288379,0.321453569654,0.0792318470467
2014-04-11,0.00315971156336,0.147071116897,0.374212200878,0.185317958263,0.290239012399
2014-04-12,0.194192076178,0.326361525513,0.241682560026,0.15407569519,0.0836881430928
2014-04-15,0.157034667502,0.0368430861605,0.287466286647,0.248370751143,0.270285208548
2014-04-16,0.43181083867,0.00493473843681,0.0294813187135,0.103381018047,0.430392086133
2014-04-17,0.189376125863,0.218509045299,0.221333905614,0.229888187538,0.140892735686
2014-04-18,0.368861341013,0.0836337258772,0.123831949739,0.418952877126,0.00472010624499
2014-04-19,0.092587116598,0.01082051775,0.252826461025,0.256963247067,0.38680265756
2014-04-22,0.134144279354,0.122801645227,0.255765703209,0.335637036599,0.151651335611
2014-04-23,0.262388313414,0.171448097893,0.247947633479,0.0345224612521,0.283693493962
2014-04-24,0.200940953425,0.118012490991,0.375727920297,0.0662708413756,0.239047793912
2014-04-25,0.152459613676,0.101125748524,0.262230154392,0.239953882875,0.244230600533
2014-04-26,0.138124935704,0.242656810373,0.216619074191,0.0170989609857,0.385500218747
2014-04-29,0.0814341779659,0.224642373769,0.229670754401,0.230611258553,0.233641435312
2014-04-30,0.0520353810441,0.0185531479187,0.372406951485,0.336793387471,0.220211132082
2014-05-01,0.387737790087,0.199163779141,0.204528778663,0.0395496558199,0.16901999629
2014-05-02,0.225633957674,0.204970054911,0.427584074396,0.0170117110958,0.124800201924
2014-05-03,0.251586417524,0.0399009249238,0.199452468907,0.193164391412,0.315895797233
2014-05-06,0.194055604292,0.304739997344,0.192035948135,0.0386737701353,0.270494680093
2014-05-07,0.246697548754,0.22593261508,0.165592979173,0.301552716322,0.0602241406709
2014-05-08,0.201185725086,0.0461445973078,0.28846006311,0.288489434016,0.175720180481
2014-05-09,0.0754803506629,0.195840326751,0.150523374888,0.169183601003,0.408972346695
2014-05-10,0.289606670414,0.277357542809,0.0656147592503,0.11233389494,0.255087132587
2014-05-13,0.146182326772,0.175523299544,0.200669140085,0.212194337663,0.265430895935
2014-05-14,0.297886139602,0.214755074457,0.20451667787,0.0989668835633,0.183875224508
2014-05-15,0.168342690698,0.252773698609,0.0799123034567,0.0667525471537,0.432218760082
2014-05-16,0.0932956291338,0.300075128167,0.207343945961,0.198010453788,0.20127484295
2014-05-17,0.133917672018,0.295277859533,0.282148969819,0.0730070876149,0.215648411015
2014-05-20,0.0821583857452,0.380775481522,0.194609166978,0.296069132393,0.0463878333611
2014-05-21,0.171190002841,0.331455725329,0.13951613145,0.119858016301,0.23798012408
2014-05-22,0.0261748530986,0.281642410845,0.446345402594,0.116417268144,0.129420065318
2014-05-23,0.233866472606,0.191840865759,0.139010714356,0.203124025996,0.232157921283
2014-05-24,0.0639829139755,0.272533830576,0.307818062323,0.122979086778,0.232686106348
2014-05-27,0.174535633518,0.248881179373,0.257866542846,0.231174495168,0.0875421490944
2014-05-28,0.0913579795898,0.291099517734,0.197096650535,0.0755239617242,0.344921890417
2014-05-29,0.229369182114,0.201496257337,0.408696675811,0.0741766057123,0.0862612790257
2014-05-30,0.0657556822263,0.0642235225008,0.140846977394,0.360430343846,0.368743474033
2014-05-31,0.122519965414,0.37635892529,0.156468675637,0.33616662244,0.0084858112188
2014-06-03,0.234641845068,0.222707569638,0.261945925561,0.269254050039,0.0114506096941
2014-06-04,0.100166585294,0.119391440078,0.299861528346,0.310854796551,0.169725649731
2014-06-05,0.222535641264,0.0249412421503,0.200650319407,0.286980242489,0.26489255469
2014-06-06,0.149189599181,0.188272117019,0.270552803714,0.0523328961203,0.339652583966
2014-06-07,0.303530725488,0.0209846505225,0.222255879966,0.151875286614,0.301353457409
2014-06-10,0.173745708083,0.238797856777,0.145997267234,0.298612302179,0.142846865727
2014-06-11,0.159070741959,0.187989640368,0.215149413024,0.169402356578,0.268387848072
2014-06-12,0.0769258069729,0.348788644433,0.0206930767859,0.449370513031,0.104221958777
2014-06-13,0.0647763767565,0.0243623587317,0.191655609271,0.349388557797,0.369817097444
2014-06-14,0.102573533416,0.0680852134494,0.148516735596,0.412428724913,0.268395792626
2014-06-17,0.367265769974,0.187481984521,0.0779396253777,0.288627338944,0.0786852811834
2014-06-18,0.231641441004,0.308874130147,0.141645793175,0.0168461517827,0.300992483892
2014-06-19,0.299831324176,0.265835691525,0.17932592904,0.242799522992,0.0122075322669
2014-06-20,0.173959472036,0.332181193371,0.196730536538,0.0400723191124,0.257056478943
2014-06-21,0.212416525372,0.394618009135,0.099427464739,0.112085949374,0.18145205138
2014-06-24,0.0968879322841,0.13912502322,0.253588810961,0.449809351624,0.0605888819113
2014-06-25,0.0572680683354,0.286846854485,0.128773481492,0.265193949287,0.261917646401
2014-06-26,0.172744685687,0.10226073587,0.246069146417,0.283684340405,0.195241091621
2014-06-27,0.153447619299,0.0954547142016,0.340353867949,0.144544233541,0.266199565009
2014-06-28,0.188560337398,0.219871852917,0.202780519216,0.170449961134,0.218337329336
2014-07-01,0.156729495743,0.24841454365,0.16980667928,0.390701571816,0.0343477095113
2014-07-02,0.116482248925,0.299236252372,0.150224268044,0.147832272739,0.286224957921
2014-07-03,0.419459606915,0.0140314630385,0.26529190834,0.229630052772,0.0715869689344
2014-07-04,0.258435866391,0.288922029661,0.123101636032,0.296335058244,0.0332054096722
2014-07-05,0.266631905442,0.345522937407,0.20417577579,0.0993845205868,0.0842848607745
2014-07-08,0.0256671856624,0.336068764277,0.481214469578,0.117732604671,0.0393169758111
2014-07-09,0.305040290275,0.226309722004,0.0423003639805,0.21358352078,0.212766102961
2014-07-10,0.24093341908,0.25087372604,0.143014524406,0.242391152756,0.122787177718
2014-07-11,0.349929002689,0.178047719836,0.149616314387,0.182693490933,0.139713472156
2014-07-12,0.261004325088,0.207163846484,0.227303598476,0.178156740927,0.126371489026
2014-07-15,0.131809445,0.13529017468,0.14473305656,0.197732575438,0.390434748321
2014-07-16,0.228492888736,0.133007963605,0.288546538213,0.277814566997,0.072138042448
2014-07-17,0.293420547281,0.357900398259,0.17648002085,0.0232955207313,0.148903512878
2014-07-18,0.227442083694,0.343104317541,0.271045087461,0.0421938107549,0.116214700549
2014-07-19,0.31568954263,0.101574677745,0.112218994866,0.305264315858,0.165252468901
2014-07-22,0.00677442760778,0.294594841259,0.16790026544,0.315003116868,0.215727348825
2014-07-23,0.300192472346,0.160687538702,0.505830697283,0.0233983384504,0.00989095321898
2014-07-24,0.401218471014,0.402157101282,0.0156465263337,0.147856592234,0.033121309136
2014-07-25,0.0443149204056,0.365515283913,0.238472649446,0.0390955714068,0.312601574829
2014-07-26,0.22998929807,0.363811741551,0.202022578717,0.0938971527229,0.110279228939
2014-07-29,0.270606443119,0.140257010916,0.174109782778,0.248720702724,0.166306060463
2014-07-30,0.32582219044,0.0678809270721,0.327153832662,0.250655631282,0.0284874185437
2014-07-31,0.37764231017,0.188112518506,0.057092941125,0.129721499227,0.247430730972
2014-08-01,0.167937346755,0.124358351593,0.163786868631,0.286197030262,0.257720402759
2014-08-02,0.142167016321,0.206138699999,0.169523820956,0.197039098922,0.285131363801
2014-08-05,0.00814497964117,0.330960884838,0.255254326117,0.0984893443492,0.307150465055
2014-08-06,0.149878598102,0.189059224278,0.45116453239,0.206179870262,0.00371777496766
2014-08-07,0.170528496907,0.17727696401,0.272125149175,0.267420991745,0.112648398163
2014-08-08,0.00544163064162,0.245279839891,0.430095301596,0.0560464575946,0.263136770277
2014-08-09,0.178451763422,0.359449018112,0.158277902531,0.0690805450781,0.234740770857
2014-08-12,0.15928799513,0.177854734562,0.335027520078,0.10190685202,0.22592289821
2014-08-13,0.0714026599158,0.124982878661,0.3444355351,0.366033635996,0.0931452903269
2014-08-14,0.321283684732,0.193873060418,0.0944913237025,0.12772893166,0.262622999487
2014-08-15,0.432940376368,0.0361062486259,0.184040917213,0.202603888259,0.144308569534
2014-08-16,0.216428787253,0.155972584723,0.143112532789,0.163158350794,0.321327744441
2014-08-19,0.256025911273,0.188912872191,0.188585020452,0.148046275216,0.218429920868
2014-08-20,0.156987798694,0.244834102863,0.189742133338,0.168973025141,0.239462939963
2014-08-21,0.224596979067,0.237740115002,0.109991902117,0.195497162792,0.232173841021
2014-08-22,0.394600050419,0.063591105755,0.0161249731059,0.146685928513,0.378997942208
2014-08-23,0.310672528335,0.368564916623,0.0494468796653,0.212609018991,0.0587066563849
2014-08-26,0.0513304430826,0.277681959289,0.437264695293,0.0942664604426,0.139456441892
2014-08-27,0.210638551859,0.258114306803,0.22835808098,0.178094995937,0.124794064421
2014-08-28,0.171552566451,0.353031663515,0.282193796088,0.0535403580343,0.139681615912
2014-08-29,0.110642964757,0.394196971981,0.208210953674,0.241004288539,0.0459448210496
2014-08-30,0.188876094219,0.23363761342,0.0429087238251,0.292264317245,0.24231325129
2014-09-02,0.0509858907775,0.314981592897,0.0228058004608,0.169642899434,0.441583816431
2014-09-03,0.200983466499,0.337467938339,0.294254837199,0.0377268227933,0.12956693517
2014-09-04,0.26237936974,0.264958275891,0.223475913243,0.164780076222,0.084406364904
2014-09-05,0.0865451221772,0.139210110124,0.293487654328,0.264321799013,0.216435314358
2014-09-06,0.0521628134868,0.318585488705,0.149821760862,0.089836429767,0.389593507179
2014-09-09,0.381028472205,0.195954772352,0.353522118523,0.0536090721297,0.0158855647902
2014-09-10,0.141786177213,0.179351048624,0.125919827548,0.341210731561,0.211732215055
2014-09-11,0.0687230317184,0.396273087915,0.13269294603,0.106750301679,0.295560632659
2014-09-12,0.181933452769,0.217851647289,0.255589675625,0.0644861855101,0.280139038806
2014-09-13,0.131292955636,0.102063451213,0.186989734005,0.268664971576,0.31098888757
2014-09-16,0.233915031604,0.20712236182,0.281597791996,0.259186288528,0.018178526052
2014-09-17,0.191089682013,0.236798146855,0.249246140612,0.184609605939,0.138256424581
2014-09-18,0.352195707162,0.0062971715601,0.0517192073107,0.430806726562,0.158981187405
2014-09-19,0.176447359356,0.174001093426,0.229509734551,0.316656180417,0.10338563225
2014-09-20,0.218647324984,0.185559322922,0.224298555334,0.210194890437,0.161299906323
2014-09-23,0.0794449145731,0.0599095677426,0.433840425457,0.20752880571,0.219276286518
2014-09-24,0.216482106729,0.247943236885,0.231841864117,0.162978426459,0.140754365809
2014-09-25,0.294476249434,0.0154367642306,0.313601316256,0.193037413231,0.183448256849
2014-09-26,0.269964261599,0.233903259551,0.197730966096,0.205377805718,0.0930237070354
2014-09-27,0.097210148667,0.2689519139,0.125479119464,0.215311950917,0.293046867052
2014-09-30,0.380560053648,0.354600571655,0.087491201771,0.0430841819149,0.134263991011
2014-10-01,0.262287807186,0.0671799767717,0.376993468176,0.109430491807,0.184108256059
2014-10-02,0.314151931515,0.183528855602,0.126050906568,0.182191197043,0.194077109273
2014-10-03,0.106746381401,0.348888126058,0.00559021848586,0.193500610612,0.345274663442
2014-10-04,0.314898600803,0.0336951228533,0.139581294901,0.290340066971,0.221484914472
2014-10-07,0.346291155571,0.232048347413,0.201415263685,0.0629718976594,0.157273335672
2014-10-08,0.0550220118878,0.638582698687,0.0877842527145,0.00436610002175,0.214244936689
2014-10-09,0.279592743697,0.239912127691,0.0422106154826,0.367872913094,0.0704116000363
2014-10-10,0.135769581421,0.162504087762,0.247893595241,0.196521432509,0.257311303066
2014-10-11,0.323305620111,0.0420254237439,0.179950192877,0.343021478738,0.111697284529
2014-10-14,0.0886372116967,0.301316924533,0.203678980026,0.192837309527,0.213529574217
2014-10-15,0.360816268626,0.106873741242,0.2506645863,0.251981716601,0.0296636872305
2014-10-16,0.26739881891,0.116208205463,0.0369168793612,0.110017297868,0.469458798397
2014-10-17,0.172320165901,0.0390267119084,0.1581155414,0.330253715964,0.300283864827
2014-10-18,0.105319536144,0.193059426465,0.364344063871,0.175001761556,0.162275211964
2014-10-21,0.346458243292,0.244323438413,0.079609778526,0.16277849817,0.166830041599
2014-10-22,0.335224472553,0.123075188857,0.286633841107,0.149238869453,0.105827628029
2014-10-23,0.0824212507303,0.186752202473,0.115388151296,0.375439276437,0.239999119064
2014-10-24,0.328406854323,0.223596215105,0.0283461629457,0.272105249939,0.147545517688
2014-10-25,0.152568833363,0.148289976552,0.223421842354,0.226975409479,0.248743938253
2014-10-28,0.234272117853,0.116860177179,0.182354307207,0.236283973489,0.230229424272
2014-10-29,0.180920681633,0.219432106816,0.192537117953,0.334291892251,0.0728182013467
2014-10-30,0.154013027044,0.193710760503,0.372258146071,0.105556007567,0.174462058816
2014-10-31,0.00239732330176,0.499195782385,0.0532382383917,0.365389972975,0.0797786829466
2014-11-01,0.325400478681,0.169039642126,0.0213438699457,0.148436533855,0.335779475392
2014-11-04,0.155902690075,0.241887890932,0.195650857903,0.250236633659,0.156321927431
2014-11-05,0.0776285725853,0.225511851471,0.103048984148,0.303290800658,0.290519791137
2014-11-06,0.283282582083,0.206535926913,0.199721569252,0.095895027716,0.214564894036
2014-11-07,0.103518635018,0.28538576556,0.17253559865,0.289300491866,0.149259508906
2014-11-08,0.192798728822,0.140963869298,0.216615933875,0.22250755062,0.227113917385
2014-11-11,0.278910106963,0.246090314125,0.0615613341792,0.283008384582,0.13042986015
2014-11-12,0.296274146808,0.264182501162,0.00303845248971,0.0645247966915,0.371980102849
2014-11-13,0.429727993759,0.0607534130396,0.310497750697,0.185532917542,0.0134879249626
2014-11-14,0.0196500225707,0.17363538012,0.31707059745,0.253324358353,0.236319641506
2014-11-15,0.308372240465,0.0243350979286,0.0569380722041,0.352454404838,0.257900184565
2014-11-18,0.154769073682,0.277560382876,0.110943184581,0.333407305986,0.123320052874
2014-11-19,0.0911910880214,0.0338509171202,0.178607242337,0.433557266831,0.26279348569
2014-11-20,0.171410624845,0.219862823731,0.233355409315,0.144124774975,0.231246367134
2014-11-21,0.21516009801,0.0823229798092,0.349672051868,0.0768796305919,0.275965239721
2014-11-22,0.205519007145,0.353118965792,0.0694686247945,0.137894988547,0.233998413722
2014-11-25,0.0584699351898,0.197349141391,0.189931872825,0.244323880575,0.309925170019
2014-11-26,0.177520310239,0.0991004783772,0.112205771063,0.294411572097,0.316761868223
2014-11-27,0.173968971179,0.156823893841,0.204681068287,0.186086840528,0.278439226164
2014-11-28,0.418803910381,0.0858736178823,0.286629126046,0.046282255968,0.162411089723
2014-11-29,0.354089578034,0.192387547232,0.102789524263,0.208290968502,0.142442381968
2014-12-02,0.243158824443,0.102117793479,0.0979923926927,0.174690998362,0.382039991023
2014-12-03,0.117179863423,0.487404646994,0.312160402147,0.0553969651397,0.0278581222967
2014-12-04,0.329852529342,0.152790211072,0.244545127255,0.207080689728,0.0657314426046
2014-12-05,0.148856334136,0.36335567624,0.238212829681,0.127549777924,0.122025382019
2014-12-06,0.424733745586,0.0460311755175,0.0706086845252,0.052040606597,0.406585787774
2014-12-09,0.248139731059,0.341365007326,0.0669449393282,0.110281558935,0.233268763352
2014-12-10,0.349449286258,0.354224169567,0.108136855062,0.176312631404,0.0118770577083
2014-12-11,0.270460062669,0.0821396262355,0.175073761397,0.0868189778341,0.385507571864
2014-12-12,0.338294681814,0.288402496735,0.158401894865,0.0693263746187,0.145574551967
2014-12-13,0.150114663494,0.161724176748,0.253798533865,0.327857390637,0.106505235256
2014-12-16,0.261218127145,0.0854151637856,0.220179730451,0.262934431677,0.170252546941
2014-12-17,0.0399231121215,0.354293791961,0.159413938196,0.184820686202,0.261548471519
2014-12-18,0.109867593773,0.055323277053,0.125930412186,0.276715419524,0.432163297464
2014-12-19,0.244668533714,0.337252181327,0.312297554378,0.0168140849485,0.0889676456326
2014-12-20,0.273491570753,0.239556510182,0.18816369371,0.187023589388,0.111764635967
2014-12-23,0.0784686784889,0.0757802471212,0.256854547312,0.215696407737,0.373200119341
2014-12-24,0.284939342269,0.0684774903084,0.178966159625,0.269080858912,0.198536148886
2014-12-25,0.120566985719,0.26143830545,0.142201339566,0.117988515852,0.357804853413
2014-12-26,0.151289030679,0.218694331291,0.0226402865119,0.190411833793,0.416964517726
2014-12-27,0.159233453409,0.137771789541,0.206244197603,0.303055717027,0.193694842419
2014-12-30,0.0833838095719,0.216037255816,0.195961168681,0.442715956393,0.0619018095384
2014-12-31,0.0528698324131,0.290123718599,0.230334079445,0.304430972681,0.122241396861
2015-01-01,0.143191407442,5.85343033383e-05,0.282361607063,0.310147535137,0.264240916054
2015-01-02,0.0913976396025,0.235784344459,0.062556537674,0.0571656224812,0.553095855783
2015-01-03,0.124907073387,0.460365096084,0.08245850923,0.0297216615398,0.30254765976
2015-01-06,0.0803361601319,0.320544020049,0.0675471584935,0.0935937807784,0.437978880547
2015-01-07,0.159233683372,0.291763354348,0.0886912793998,0.188628535121,0.271683147758
2015-01-08,0.00974292046592,0.118691905663,0.461766546902,0.0121139327994,0.39768469417
2015-01-09,0.160661123492,0.233991697258,0.133592366599,0.16895219629,0.302802616361
2015-01-10,0.241042388879,0.0455896259422,0.218375375942,0.235164574221,0.259828035016
2015-01-13,0.301487866762,0.0136641962903,0.266955282297,0.0499461292577,0.367946525393
2015-01-14,0.345001502836,0.250570343911,0.269686272974,0.122261684655,0.0124801956233
2015-01-15,0.235182367743,0.0986399551217,0.274710040853,0.12581377925,0.265653857032
2015-01-16,0.0723492025086,0.342235327259,0.222463625445,0.314587483948,0.0483643608391
2015-01-17,0.283630091444,0.290334727829,0.28001670917,0.0438904524024,0.102128019154
2015-01-20,0.235359758286,0.209307100354,0.181130689899,0.169723221614,0.204479229848
2015-01-21,0.421315762047,0.125917735632,0.278939212852,0.0263476286415,0.147479660828
2015-01-22,0.0461055698863,0.295399599431,0.302280116003,0.0276988061562,0.328515908523
2015-01-23,0.179265234185,0.304241516799,0.249664511628,0.215857216261,0.0509715211265
2015-01-24,0.00283301856125,0.379281123079,0.246870492288,0.0826729407896,0.288342425282
2015-01-27,0.199687660956,0.229319656323,0.1969437731,0.212148909415,0.161900000206
2015-01-28,0.090059324107,0.210253680721,0.122857164499,0.306996923766,0.269832906908
2015-01-29,0.0469005184281,0.0807993352212,0.357094221748,0.401334134183,0.113871790419
2015-01-30,0.115927949991,0.117002184825,0.677266455182,0.0405541528601,0.0492492571409
2015-01-31,0.405678098131,0.039783509039,0.353106092416,0.0546775959925,0.146754704421
2015-02-03,0.0230865920754,0.176630500793,0.328241457588,0.266243835457,0.205797614087
2015-02-04,0.140701335523,0.0146142791649,0.00833108434713,0.405237326257,0.431115974709
2015-02-05,0.100924678902,0.267111680765,0.108074198972,0.24224273695,0.281646704411
2015-02-06,0.125202124373,0.270996801298,0.172541778519,0.210909045861,0.220350249949
2015-02-07,0.201265318907,0.236756464639,0.25143786197,0.0709604680192,0.239579886465
2015-02-10,0.393633545132,0.123057059233,0.112782215883,0.15107893488,0.219448244872
2015-02-11,0.0296585766698,0.136241594452,0.368653329736,0.440162776781,0.0252837223608
2015-02-12,0.264446865314,0.229492449351,0.174021069463,0.0731111171663,0.258928498706
2015-02-13,0.34344032966,0.068942287677,0.0843879329842,0.131421864587,0.371807585092
2015-02-14,0.17013272001,0.00373041141616,0.222465537567,0.265441477109,0.338229853898
2015-02-17,0.286867724726,0.0800201975588,0.223781599802,0.218196786397,0.191133691516
2015-02-18,0.364563633647,0.0297436379371,0.247455259928,0.281070489425,0.0771669790625
2015-02-19,0.0378036415713,0.278511271394,0.025246087804,0.489996709464,0.168442289767
2015-02-20,0.145175566618,0.119020669048,0.277147863703,0.295744544791,0.162911355841
2015-02-21,0.129678080858,0.162193036818,0.22498947387,0.142073649027,0.341065759427
2015-02-24,0.169223972843,0.220405104834,0.197042113951,0.195627221165,0.217701587207
2015-02-25,0.214757603854,0.104698479154,0.367519712925,0.201362600859,0.111661603208
2015-02-26,0.0731834575297,0.256480518145,0.284607699916,0.303800724488,0.0819275999212
2015-02-27,0.317913413084,0.0654442824873,0.0766771691607,0.280477919885,0.259487215383
2015-02-28,0.261770696823,0.222544240869,0.284022707433,0.20340626939,0.0282560854843
2015-03-03,0.292711007767,0.230783758555,0.0936569751238,0.342953384013,0.0398948745416
2015-03-04,0.017180789905,0.33296780614,0.0913900883444,0.239147370366,0.319313945244
2015-03-05,0.153246915984,0.120297734687,0.245677077414,0.215558584941,0.265219686974
2015-03-06,0.301028261711,0.0667382902172,0.273103480472,0.101511463873,0.257618503726
2015-03-07,0.351538614239,0.172577240034,0.224601154252,0.0733152628725,0.177967728603
2015-03-10,0.409712422294,0.177793769393,0.087435861825,0.271180016332,0.0538779301561
2015-03-11,0.155668531536,0.215720597103,0.00971113727078,0.279676348013,0.339223386077
2015-03-12,0.216575094919,0.255690011092,0.225664970278,0.157864007689,0.144205916023
2015-03-13,0.171740344282,0.100333762841,0.467930297877,0.117579039443,0.142416555557
2015-03-14,6.32406562336e-05,0.426245735216,0.0131272333801,0.307150167236,0.253413623511
2015-03-17,0.104265494052,0.137758063034,0.336821669246,0.00161072706366,0.419544046604
2015-03-18,0.0693970102982,0.225150269702,0.0899479347839,0.282933166507,0.332571618709
2015-03-19,0.0142091763894,0.319936750568,0.369491045815,0.126768747602,0.169594279626
2015-03-20,0.276821499845,0.553916182582,0.120093347701,0.0232274641613,0.0259415057103
2015-03-21,0.189128970424,0.243463640515,0.092929573713,0.246346206665,0.228131608684
2015-03-24,0.255659276604,0.0450583061927,0.177769376514,0.294210240148,0.227302800541
2015-03-25,0.0165012848109,0.0343763447329,0.500568787587,0.152337180928,0.296216401941
2015-03-26,0.146485729939,0.17129736165,0.410166330808,0.270862443449,0.00118813415359
2015-03-27,0.331406413749,0.104055622966,0.240393254013,0.284104027086,0.0400406821858
2015-03-28,0.187533805041,0.148240826362,0.249518798149,0.162135829021,0.252570741426
2015-03-31,0.127174506583,0.159159778652,0.241633645,0.221708902543,0.250323167222
2015-04-01,0.234018475216,0.496800128699,0.0400491729765,0.207527009373,0.021605213736
2015-04-02,0.111451398257,0.37780877497,0.108773945293,0.333430674458,0.0685352070213
2015-04-03,0.355478693718,0.0627376164454,0.0569527072139,0.152533529208,0.372297453415
2015-04-04,0.0390691701706,0.224243774586,0.254551390409,0.324506860121,0.157628804714
2015-04-07,0.180069627431,0.128466427518,0.24041545668,0.233242015984,0.217806472387
2015-04-08,0.185806418137,0.0778646633792,0.496817665175,0.149084824848,0.0904264284616
2015-04-09,0.217739815034,0.229327516684,0.17911028463,0.158841778601,0.214980605051
